,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1602,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,Medium,Tier 3,Supermarket Type2,1679.1476
1603,7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,High,Tier 3,Supermarket Type1,2404.2038
1604,17.7,Regular,0.016593506,Fruits and Vegetables,46.9034,OUT035,Small,Tier 2,Supermarket Type1,972.068
1605,20.2,Low Fat,0.124261614,Household,93.6462,OUT010,Not Applicable,Tier 3,Grocery Store,277.6386
1606,7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,Small,Tier 1,Supermarket Type1,1904.188
1607,6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,OUT035,Small,Tier 2,Supermarket Type1,419.454
1608,17.0,Regular,0.015965308,Snack Foods,229.4352,OUT046,Small,Tier 1,Supermarket Type1,4809.7392
1609,5.78,Low Fat,0.096386227,Breads,163.5552,OUT046,Small,Tier 1,Supermarket Type1,1787.0072
1610,11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,Not Applicable,Tier 2,Supermarket Type1,2656.542
1611,12.857645184136183,Regular,0.043443753,Fruits and Vegetables,158.1946,OUT027,Medium,Tier 3,Supermarket Type3,6942.9624
1612,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,Medium,Tier 3,Supermarket Type2,2375.5744
1613,18.25,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,High,Tier 3,Supermarket Type1,4288.4178
1614,12.6,Low Fat,0.048741487,Breads,60.4194,OUT013,High,Tier 3,Supermarket Type1,990.7104
1615,8.575,Regular,0.071958197,Dairy,195.3794,OUT049,Medium,Tier 1,Supermarket Type1,3511.4292
1616,18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,Medium,Tier 3,Supermarket Type2,549.285
1617,8.115,Regular,0.05382735,Canned,155.2972,OUT010,Not Applicable,Tier 3,Grocery Store,311.5944
1618,12.65,Low Fat,0.069565759,Meat,52.4324,OUT045,Not Applicable,Tier 2,Supermarket Type1,571.2564
1619,12.857645184136183,Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,Medium,Tier 3,Supermarket Type3,419.454
1620,8.775,Low Fat,0.109911272,Dairy,41.9428,OUT046,Small,Tier 1,Supermarket Type1,1537.998
1621,5.94,Regular,0.029366813,Breads,187.7556,OUT035,Small,Tier 2,Supermarket Type1,3755.112
1622,18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,Small,Tier 2,Supermarket Type1,1581.9408
1623,9.8,Regular,0.0,Baking Goods,49.2008,OUT013,High,Tier 3,Supermarket Type1,657.8104
1624,12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,Not Applicable,Tier 2,Supermarket Type1,5528.1374
1625,20.7,Low Fat,0.039405676,Household,149.8366,OUT018,Medium,Tier 3,Supermarket Type2,2267.049
1626,14.65,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,High,Tier 3,Supermarket Type1,718.3982
1627,12.857645184136183,Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,Medium,Tier 3,Supermarket Type3,7073.4592
1628,15.85,Low Fat,0.057546914,Snack Foods,55.8956,OUT018,Medium,Tier 3,Supermarket Type2,491.3604
1629,17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,OUT017,Not Applicable,Tier 2,Supermarket Type1,1052.6298
1630,16.0,Regular,0.099832728,Frozen Foods,87.4856,OUT017,Not Applicable,Tier 2,Supermarket Type1,263.6568
1631,6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,Small,Tier 1,Supermarket Type1,628.5152
1632,6.525,Low Fat,0.090278634,Household,86.7882,OUT035,Small,Tier 2,Supermarket Type1,1975.4286
1633,6.695,Low Fat,0.0,Starchy Foods,191.882,OUT013,High,Tier 3,Supermarket Type1,3861.64
1634,14.85,Regular,0.009958941,Snack Foods,157.963,OUT045,Not Applicable,Tier 2,Supermarket Type1,2816.334
1635,17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,Medium,Tier 1,Supermarket Type1,3131.9232
1636,10.3,Regular,0.0,Fruits and Vegetables,115.0176,OUT013,High,Tier 3,Supermarket Type1,4122.6336
1637,19.7,Low Fat,0.077849003,Baking Goods,179.166,OUT013,High,Tier 3,Supermarket Type1,3056.022
1638,10.695,Regular,0.011443222,Snack Foods,73.5038,OUT049,Medium,Tier 1,Supermarket Type1,1478.076
1639,7.285,Low Fat,0.031214809,Household,177.1054,OUT045,Not Applicable,Tier 2,Supermarket Type1,2626.581
1640,17.7,Low Fat,0.051146565,Household,127.3678,OUT018,Medium,Tier 3,Supermarket Type2,3306.3628
1641,18.25,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,Medium,Tier 1,Supermarket Type1,793.6336
1642,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,Not Applicable,Tier 3,Grocery Store,211.7244
1643,5.635,Low Fat,0.0,Baking Goods,148.705,OUT049,Medium,Tier 1,Supermarket Type1,1198.44
1644,6.035,Low Fat,0.236433601,Snack Foods,155.5998,OUT010,Not Applicable,Tier 3,Grocery Store,153.7998
1645,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,Medium,Tier 3,Supermarket Type2,3057.3536
1646,18.25,Regular,0.18329488,Dairy,111.657,OUT046,Small,Tier 1,Supermarket Type1,1537.998
1647,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,Medium,Tier 3,Supermarket Type2,360.8636
1648,16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,Medium,Tier 3,Supermarket Type2,513.3318
1649,17.7,Regular,0.0,Starchy Foods,184.3924,OUT046,Small,Tier 1,Supermarket Type1,4257.1252
1650,8.88,Low Fat,0.098775709,Household,208.927,OUT049,Medium,Tier 1,Supermarket Type1,7130.718
1651,18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,OUT010,Not Applicable,Tier 3,Grocery Store,109.857
1652,11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,High,Tier 3,Supermarket Type1,498.0184
1653,20.0,Low Fat,0.034563936,Baking Goods,45.3086,OUT017,Not Applicable,Tier 2,Supermarket Type1,490.6946
1654,7.935,Low Fat,0.031710329,Household,263.091,OUT013,High,Tier 3,Supermarket Type1,5522.811
1655,20.1,Low Fat,0.074778547,Dairy,110.7228,OUT045,Not Applicable,Tier 2,Supermarket Type1,1657.842
1656,13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,Small,Tier 2,Supermarket Type1,3455.502
1657,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,Medium,Tier 3,Supermarket Type2,75.9012
1658,18.25,Low Fat,0.0793795,Frozen Foods,226.1062,OUT045,Not Applicable,Tier 2,Supermarket Type1,6771.186
1659,11.15,Low Fat,0.073783159,Others,66.0142,OUT017,Not Applicable,Tier 2,Supermarket Type1,988.713
1660,19.5,Low Fat,0.01572192,Household,185.6608,OUT035,Small,Tier 2,Supermarket Type1,918.804
1661,6.48,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,Medium,Tier 1,Supermarket Type1,3399.5748
1662,11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,High,Tier 3,Supermarket Type1,1142.5128
1663,5.985,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,High,Tier 3,Supermarket Type1,3560.6984
1664,7.27,Low Fat,0.046822808,Health and Hygiene,99.3384,OUT017,Not Applicable,Tier 2,Supermarket Type1,2759.0752
1665,6.78,Regular,0.0,Fruits and Vegetables,227.5694,OUT049,Medium,Tier 1,Supermarket Type1,3653.9104
1666,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,Medium,Tier 3,Supermarket Type2,512.666
1667,19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,High,Tier 3,Supermarket Type1,5608.6992
1668,6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,Medium,Tier 3,Supermarket Type2,1426.1436
1669,7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,Small,Tier 1,Supermarket Type1,6201.927
1670,12.857645184136183,Low Fat,0.073229342,Household,254.1014,OUT019,Small,Tier 1,Grocery Store,255.0014
1671,12.857645184136183,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,Small,Tier 1,Grocery Store,1078.596
1672,12.857645184136183,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,Medium,Tier 3,Supermarket Type3,1024.6662
1673,12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,Small,Tier 2,Supermarket Type1,1322.2788
1674,17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,Medium,Tier 3,Supermarket Type2,1231.73
1675,12.857645184136183,Low Fat,0.070791391,Health and Hygiene,46.4086,OUT027,Medium,Tier 3,Supermarket Type3,2007.387
1676,12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,Not Applicable,Tier 2,Supermarket Type1,830.9184
1677,12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,Small,Tier 2,Supermarket Type1,577.9144
1678,18.7,Regular,0.091950972,Meat,184.2292,OUT018,Medium,Tier 3,Supermarket Type2,1277.0044
1679,11.0,Regular,0.133145617,Canned,218.4798,OUT046,Small,Tier 1,Supermarket Type1,2203.798
1680,12.857645184136183,Low Fat,0.046609281,Household,248.6776,OUT019,Small,Tier 1,Grocery Store,495.3552
1681,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,Not Applicable,Tier 2,Supermarket Type1,545.2902
1682,10.895,Low Fat,0.136696892,Dairy,264.5568,OUT013,High,Tier 3,Supermarket Type1,5536.7928
1683,17.2,Regular,0.012002075,Canned,165.3184,OUT013,High,Tier 3,Supermarket Type1,990.7104
1684,15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,Not Applicable,Tier 2,Supermarket Type1,1474.0812
1685,7.905,Low Fat,0.064194304,Hard Drinks,229.4694,OUT045,Not Applicable,Tier 2,Supermarket Type1,2055.3246
1686,9.8,Low Fat,0.013920032,Soft Drinks,45.006,OUT017,Not Applicable,Tier 2,Supermarket Type1,792.302
1687,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,Medium,Tier 3,Supermarket Type2,649.8208
1688,12.857645184136183,Regular,0.121043709,Baking Goods,59.422,OUT027,Medium,Tier 3,Supermarket Type3,1078.596
1689,12.857645184136183,Low Fat,0.048545853,Breads,60.1194,OUT027,Medium,Tier 3,Supermarket Type3,1114.5492
1690,5.825,Low Fat,0.091467933,Household,159.7894,OUT035,Small,Tier 2,Supermarket Type1,1294.3152
1691,16.35,Low Fat,0.0,Fruits and Vegetables,196.3426,OUT018,Medium,Tier 3,Supermarket Type2,1384.1982
1692,14.7,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,Small,Tier 2,Supermarket Type1,1869.5664
1693,11.6,Low Fat,0.0,Soft Drinks,141.9154,OUT035,Small,Tier 2,Supermarket Type1,992.7078
1694,16.75,Low Fat,0.104768536,Snack Foods,155.163,OUT013,High,Tier 3,Supermarket Type1,2972.797
1695,12.5,Low Fat,0.020680499,Breads,197.2742,OUT013,High,Tier 3,Supermarket Type1,2587.9646
1696,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,Not Applicable,Tier 3,Grocery Store,254.3356
1697,12.35,Low Fat,0.163805509,Household,117.6124,OUT013,High,Tier 3,Supermarket Type1,3910.9092
1698,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,Not Applicable,Tier 2,Supermarket Type1,2113.2492
1699,12.857645184136183,Regular,0.182128363,Baking Goods,165.65,OUT019,Small,Tier 1,Grocery Store,665.8
1700,12.857645184136183,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,Medium,Tier 3,Supermarket Type3,7116.0704
1701,12.857645184136183,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,Small,Tier 1,Grocery Store,127.8336
1702,6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,High,Tier 3,Supermarket Type1,5326.4
1703,6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,Medium,Tier 3,Supermarket Type2,4677.245
1704,19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,Small,Tier 2,Supermarket Type1,1845.5976
1705,13.6,Regular,0.119850541,Dairy,234.53,OUT017,Not Applicable,Tier 2,Supermarket Type1,6524.84
1706,12.857645184136183,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,Medium,Tier 3,Supermarket Type3,3271.7412
1707,19.25,Regular,0.027233781,Meat,197.511,OUT017,Not Applicable,Tier 2,Supermarket Type1,982.055
1708,12.857645184136183,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,Small,Tier 1,Grocery Store,85.8882
1709,20.0,Regular,0.060022526,Baking Goods,168.7132,OUT045,Not Applicable,Tier 2,Supermarket Type1,6426.3016
1710,12.857645184136183,Low Fat,0.02110482,Canned,217.0824,OUT027,Medium,Tier 3,Supermarket Type3,6769.8544
1711,20.75,Low Fat,0.181958524,Snack Foods,161.0578,OUT010,Not Applicable,Tier 3,Grocery Store,481.3734
1712,7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,Medium,Tier 1,Supermarket Type1,3340.3186
1713,12.857645184136183,Low Fat,0.054723717,Health and Hygiene,36.6874,OUT027,Medium,Tier 3,Supermarket Type3,1058.622
1714,6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,Medium,Tier 1,Supermarket Type1,1491.392
1715,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,Not Applicable,Tier 3,Grocery Store,886.8456
1716,12.3,Low Fat,0.052458358,Household,188.753,OUT013,High,Tier 3,Supermarket Type1,3795.06
1717,16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,Medium,Tier 3,Supermarket Type2,2490.092
1718,14.65,Regular,0.099286298,Snack Foods,49.8666,OUT049,Medium,Tier 1,Supermarket Type1,563.9326
1719,15.6,Low Fat,0.037680711,Snack Foods,123.7704,OUT035,Small,Tier 2,Supermarket Type1,3129.26
1720,17.35,Low Fat,0.168064909,Household,176.2712,OUT018,Medium,Tier 3,Supermarket Type2,1230.3984
1721,16.0,Low Fat,0.090111173,Dairy,141.3154,OUT049,Medium,Tier 1,Supermarket Type1,3261.7542
1722,17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,Medium,Tier 3,Supermarket Type2,1197.7742
1723,11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,Not Applicable,Tier 2,Supermarket Type1,2111.2518
1724,5.695,Regular,0.067700925,Breads,256.5988,OUT046,Small,Tier 1,Supermarket Type1,2055.9904
1725,15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,Small,Tier 1,Supermarket Type1,1193.1136
1726,9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,High,Tier 3,Supermarket Type1,1761.7068
1727,16.85,Low Fat,0.0,Snack Foods,146.076,OUT017,Not Applicable,Tier 2,Supermarket Type1,2636.568
1728,11.15,Low Fat,0.073516952,Others,65.9142,OUT045,Not Applicable,Tier 2,Supermarket Type1,790.9704
1729,17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,High,Tier 3,Supermarket Type1,2980.1208
1730,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,Not Applicable,Tier 2,Supermarket Type1,3419.5488
1731,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,Small,Tier 1,Supermarket Type1,834.9132
1732,15.6,Regular,0.105276162,Snack Foods,173.2764,OUT035,Small,Tier 2,Supermarket Type1,3779.0808
1733,17.7,Regular,0.122123201,Meat,100.7674,OUT045,Not Applicable,Tier 2,Supermarket Type1,814.9392
1734,13.0,Low Fat,0.082970667,Household,60.0194,OUT049,Medium,Tier 1,Supermarket Type1,1114.5492
1735,14.0,Regular,0.029782937,Dairy,146.3786,OUT045,Not Applicable,Tier 2,Supermarket Type1,866.8716
1736,18.85,Regular,0.067953506,Dairy,119.044,OUT046,Small,Tier 1,Supermarket Type1,2396.88
1737,15.7,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,Small,Tier 2,Supermarket Type1,1999.3974
1738,15.85,Low Fat,0.020487625,Household,44.0112,OUT046,Small,Tier 1,Supermarket Type1,468.7232
1739,6.175,Regular,0.179077475,Meat,94.3752,OUT046,Small,Tier 1,Supermarket Type1,1342.2528
1740,12.857645184136183,Low Fat,0.037131628,Canned,216.4824,OUT019,Small,Tier 1,Grocery Store,218.3824
1741,16.0,Regular,0.017547958,Meat,48.3718,OUT035,Small,Tier 2,Supermarket Type1,614.5334
1742,13.15,Low Fat,0.093191195,Household,158.1604,OUT017,Not Applicable,Tier 2,Supermarket Type1,1426.1436
1743,16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,Not Applicable,Tier 2,Supermarket Type1,1537.998
1744,14.65,Low Fat,0.01125332,Others,57.0614,OUT017,Not Applicable,Tier 2,Supermarket Type1,939.4438
1745,13.5,Regular,0.125170423,Snack Foods,261.491,OUT013,High,Tier 3,Supermarket Type1,3418.883
1746,10.1,Low Fat,0.032152004,Canned,50.6008,OUT049,Medium,Tier 1,Supermarket Type1,404.8064
1747,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,Not Applicable,Tier 2,Supermarket Type1,974.0654
1748,9.285,Regular,0.021049215,Snack Foods,161.0578,OUT045,Not Applicable,Tier 2,Supermarket Type1,2406.867
1749,12.8,Regular,0.023526504,Meat,223.5404,OUT035,Small,Tier 2,Supermarket Type1,5626.01
1750,6.235,Low Fat,0.020229757,Household,260.8962,OUT049,Medium,Tier 1,Supermarket Type1,5956.9126
1751,12.15,Low Fat,0.131445848,Frozen Foods,246.846,OUT045,Not Applicable,Tier 2,Supermarket Type1,6404.996
1752,12.857645184136183,Low Fat,0.083862625,Health and Hygiene,44.077,OUT019,Small,Tier 1,Grocery Store,216.385
1753,12.35,Regular,0.18614827,Baking Goods,78.2328,OUT049,Medium,Tier 1,Supermarket Type1,1158.492
1754,9.195,Regular,0.204713036,Fruits and Vegetables,101.0016,OUT010,Not Applicable,Tier 3,Grocery Store,202.4032
1755,16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,OUT018,Medium,Tier 3,Supermarket Type2,2342.9502
1756,7.285,Low Fat,0.031327839,Household,174.6054,OUT017,Not Applicable,Tier 2,Supermarket Type1,2976.7918
1757,7.05,Regular,0.055558509,Breads,224.7088,OUT046,Small,Tier 1,Supermarket Type1,3131.9232
1758,12.857645184136183,Low Fat,0.0,Frozen Foods,109.9254,OUT019,Small,Tier 1,Grocery Store,108.5254
1759,14.5,Regular,0.063863551,Breads,262.3594,OUT046,Small,Tier 1,Supermarket Type1,4448.2098
1760,13.35,Low Fat,0.0,Dairy,75.7012,OUT017,Not Applicable,Tier 2,Supermarket Type1,1442.1228
1761,11.5,Low Fat,0.0,Fruits and Vegetables,128.4652,OUT049,Medium,Tier 1,Supermarket Type1,2841.6344
1762,12.1,Low Fat,0.016852909,Hard Drinks,180.666,OUT049,Medium,Tier 1,Supermarket Type1,2876.256
1763,11.8,Regular,0.094037241,Snack Foods,124.5704,OUT018,Medium,Tier 3,Supermarket Type2,1001.3632
1764,7.05,Low Fat,0.085312137,Snack Foods,107.4912,OUT018,Medium,Tier 3,Supermarket Type2,982.7208
1765,12.857645184136183,Low Fat,0.053764023,Seafood,195.7768,OUT027,Medium,Tier 3,Supermarket Type3,3547.3824
1766,18.75,Low Fat,0.010365546,Household,207.0954,OUT046,Small,Tier 1,Supermarket Type1,3125.931
1767,19.25,Regular,0.027135522,Meat,196.311,OUT045,Not Applicable,Tier 2,Supermarket Type1,3142.576
1768,16.2,Low Fat,0.0,Canned,100.57,OUT013,High,Tier 3,Supermarket Type1,1398.18
1769,8.31,Regular,0.116148596,Snack Foods,176.0028,OUT018,Medium,Tier 3,Supermarket Type2,4427.57
1770,13.1,Low Fat,0.075363922,Dairy,73.8354,OUT017,Not Applicable,Tier 2,Supermarket Type1,1956.1204
1771,13.5,Low Fat,0.021496403,Fruits and Vegetables,180.5976,OUT046,Small,Tier 1,Supermarket Type1,3078.6592
1772,11.15,Regular,0.085931544,Snack Foods,169.679,OUT046,Small,Tier 1,Supermarket Type1,1018.674
1773,7.5,Low Fat,0.096806008,Household,56.2588,OUT018,Medium,Tier 3,Supermarket Type2,687.1056
1774,12.857645184136183,Low Fat,0.04778563,Hard Drinks,156.5946,OUT027,Medium,Tier 3,Supermarket Type3,3787.0704
1775,15.6,Regular,0.105725004,Snack Foods,169.9764,OUT018,Medium,Tier 3,Supermarket Type2,2748.4224
1776,12.857645184136183,Low Fat,0.148764535,Snack Foods,111.1912,OUT019,Small,Tier 1,Grocery Store,109.1912
1777,6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,OUT017,Not Applicable,Tier 2,Supermarket Type1,2609.936
1778,16.0,Low Fat,0.040938155,Snack Foods,141.1496,OUT035,Small,Tier 2,Supermarket Type1,4516.7872
1779,12.857645184136183,Regular,0.014661762,Canned,89.1172,OUT027,Medium,Tier 3,Supermarket Type3,2319.6472
1780,10.5,Low Fat,0.048213766,Hard Drinks,159.6946,OUT018,Medium,Tier 3,Supermarket Type2,3629.2758
1781,17.1,Low Fat,0.032761024,Frozen Foods,148.8392,OUT018,Medium,Tier 3,Supermarket Type2,2087.9488
1782,7.535,Low Fat,0.0,Soft Drinks,121.644,OUT045,Not Applicable,Tier 2,Supermarket Type1,1557.972
1783,15.1,Low Fat,0.025988508,Frozen Foods,146.6076,OUT035,Small,Tier 2,Supermarket Type1,2364.9216
1784,15.1,Low Fat,0.026140452,Frozen Foods,149.0076,OUT017,Not Applicable,Tier 2,Supermarket Type1,4138.6128
1785,10.0,Low Fat,0.025932408,Canned,264.7226,OUT018,Medium,Tier 3,Supermarket Type2,3171.8712
1786,20.85,Low Fat,0.098170402,Starchy Foods,224.0746,OUT017,Not Applicable,Tier 2,Supermarket Type1,2243.746
1787,16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,OUT035,Small,Tier 2,Supermarket Type1,724.3904
1788,8.315,Regular,0.059540542,Baking Goods,143.6444,OUT010,Not Applicable,Tier 3,Grocery Store,145.1444
1789,12.857645184136183,Low Fat,0.044122209,Snack Foods,173.8054,OUT019,Small,Tier 1,Grocery Store,175.1054
1790,16.75,Low Fat,0.081304829,Fruits and Vegetables,258.4988,OUT035,Small,Tier 2,Supermarket Type1,4111.9808
1791,12.857645184136183,Low Fat,0.081014461,Baking Goods,98.8384,OUT019,Small,Tier 1,Grocery Store,492.692
1792,12.5,Low Fat,0.006775667,Household,42.9112,OUT049,Medium,Tier 1,Supermarket Type1,1022.6688
1793,6.8,Low Fat,0.03749705,Baking Goods,49.9034,OUT046,Small,Tier 1,Supermarket Type1,194.4136
1794,7.3,Low Fat,0.086060695,Frozen Foods,149.8076,OUT013,High,Tier 3,Supermarket Type1,2808.3444
1795,15.85,Low Fat,0.020519478,Household,42.5112,OUT049,Medium,Tier 1,Supermarket Type1,852.224
1796,12.1,Regular,0.061163967,Soft Drinks,56.5614,OUT035,Small,Tier 2,Supermarket Type1,828.921
1797,9.195,Regular,0.07821891,Meat,107.6596,OUT045,Not Applicable,Tier 2,Supermarket Type1,323.5788
1798,7.59,Regular,0.14492016,Fruits and Vegetables,174.708,OUT013,High,Tier 3,Supermarket Type1,2942.836
1799,12.15,Low Fat,0.062235983,Starchy Foods,34.5532,OUT013,High,Tier 3,Supermarket Type1,359.532
1800,19.75,Regular,0.030166924,Frozen Foods,179.766,OUT010,Not Applicable,Tier 3,Grocery Store,719.064
1801,18.85,Low Fat,0.016104504,Health and Hygiene,130.2626,OUT035,Small,Tier 2,Supermarket Type1,2360.9268
1802,12.15,Low Fat,0.01544786,Frozen Foods,211.2928,OUT013,High,Tier 3,Supermarket Type1,2735.1064
1803,13.1,Low Fat,0.037574137,Fruits and Vegetables,174.2054,OUT035,Small,Tier 2,Supermarket Type1,3677.2134
1804,12.857645184136183,Low Fat,0.106876976,Snack Foods,146.7076,OUT027,Medium,Tier 3,Supermarket Type3,3842.9976
1805,12.857645184136183,Low Fat,0.32111501,Fruits and Vegetables,100.77,OUT019,Small,Tier 1,Grocery Store,199.74
1806,7.895,Regular,0.061124626,Breakfast,58.5588,OUT013,High,Tier 3,Supermarket Type1,171.7764
1807,12.857645184136183,Regular,0.127599399,Snack Foods,118.9098,OUT019,Small,Tier 1,Grocery Store,120.5098
1808,16.75,Low Fat,0.029785889,Snack Foods,38.9822,OUT049,Medium,Tier 1,Supermarket Type1,628.5152
1809,16.35,Low Fat,0.0,Household,198.211,OUT035,Small,Tier 2,Supermarket Type1,2946.165
1810,8.21,Low Fat,0.010762387,Hard Drinks,149.5392,OUT035,Small,Tier 2,Supermarket Type1,1789.6704
1811,15.85,Low Fat,0.108206497,Soft Drinks,58.3904,OUT017,Not Applicable,Tier 2,Supermarket Type1,468.7232
1812,16.2,Low Fat,0.063127333,Canned,100.47,OUT049,Medium,Tier 1,Supermarket Type1,1597.92
1813,17.5,Low Fat,0.02687089,Frozen Foods,264.491,OUT046,Small,Tier 1,Supermarket Type1,3681.874
1814,12.857645184136183,Low Fat,0.099681705,Baking Goods,107.4622,OUT019,Small,Tier 1,Grocery Store,317.5866
1815,13.65,Regular,0.072898645,Frozen Foods,198.1426,OUT035,Small,Tier 2,Supermarket Type1,1977.426
1816,11.35,Regular,0.063354531,Dairy,88.9856,OUT045,Not Applicable,Tier 2,Supermarket Type1,1230.3984
1817,10.8,Low Fat,0.082534287,Dairy,191.1504,OUT035,Small,Tier 2,Supermarket Type1,4410.2592
1818,7.47,Regular,0.152024355,Frozen Foods,211.8218,OUT013,High,Tier 3,Supermarket Type1,1496.0526
1819,19.85,Low Fat,0.045669236,Fruits and Vegetables,126.402,OUT046,Small,Tier 1,Supermarket Type1,1012.016
1820,8.39,Regular,0.024342578,Frozen Foods,113.6176,OUT017,Not Applicable,Tier 2,Supermarket Type1,2862.94
1821,10.8,Low Fat,0.028988288,Snack Foods,239.2222,OUT049,Medium,Tier 1,Supermarket Type1,6692.6216
1822,15.0,Low Fat,0.044908404,Health and Hygiene,140.2838,OUT046,Small,Tier 1,Supermarket Type1,1404.838
1823,17.35,Low Fat,0.168329848,Household,176.7712,OUT017,Not Applicable,Tier 2,Supermarket Type1,2812.3392
1824,14.1,Low Fat,0.111936685,Snack Foods,198.8084,OUT010,Not Applicable,Tier 3,Grocery Store,992.042
1825,19.2,Regular,0.005620213,Starchy Foods,226.6062,OUT017,Not Applicable,Tier 2,Supermarket Type1,5191.2426
1826,15.6,Low Fat,0.117095014,Frozen Foods,78.067,OUT049,Medium,Tier 1,Supermarket Type1,1148.505
1827,12.857645184136183,Low Fat,0.248301532,Snack Foods,124.1072,OUT019,Small,Tier 1,Grocery Store,245.0144
1828,20.5,Low Fat,0.023274107,Others,154.134,OUT017,Not Applicable,Tier 2,Supermarket Type1,2909.546
1829,12.857645184136183,Low Fat,0.091354948,Snack Foods,122.3072,OUT019,Small,Tier 1,Grocery Store,122.5072
1830,10.6,Low Fat,0.011087128,Breads,41.4454,OUT035,Small,Tier 2,Supermarket Type1,1468.089
1831,15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,OUT035,Small,Tier 2,Supermarket Type1,1733.7432
1832,7.035,Low Fat,0.021938404,Frozen Foods,264.691,OUT018,Medium,Tier 3,Supermarket Type2,5785.802
1833,16.0,Low Fat,0.090480206,Dairy,142.4154,OUT017,Not Applicable,Tier 2,Supermarket Type1,1985.4156
1834,13.65,Regular,0.080640478,Frozen Foods,262.6936,OUT046,Small,Tier 1,Supermarket Type1,4175.8976
